codigo,nombre,codigo_proyecto,nombre_proyecto,codigo_subdivision,nombre_subdivision,tipo_unidad,piso,estado_construccion,nombre_tipologia,total_habitaciones,total_banos,area_libre,area_techada,area_total,estado_comercial,estado_personalizado,codigo_proforma,precio_lista,precio_base_proforma,descuento_venta,precio_venta,precio_m2,fecha_reserva,fecha_separacion,fecha_venta,fecha_entrega,fecha_inicio_independizacion,fecha_fin_independizacion,modalidad_contrato,codigo_externo,fecha_precio_actualizado,moneda_precio_lista,moneda_venta,vcto_garantia_estructural,vcto_garantia_acabados,vcto_garantia_comercial,id,padre_id,fecha_actualizacion,fecha_estimada_entrega,partida_independizacion
LIV-704,704,LIV,LIVEN,,,departamento flat,7,En planos,3a,0.00,0,0.00,84.93,84.93,vendido,,2023-01544,237565.79,237565.79,5000.00,232565.79,2797.20,,2023-08-21,2023-09-16,,,,Compromiso,,,USD,USD,,,,153,,2024-10-31,,0
LIV-801,801,LIV,LIVEN,,,departamento flat,8,En planos,5,0.00,0,0.00,94.26,94.26,vendido,,2023-00820,269880.48,269880.48,13797.39,256083.09,2863.15,,2023-04-14,2023-05-05,,,,Compromiso,,,USD,USD,,,,154,,2024-10-31,,0
LIV-803,803,LIV,LIVEN,,,departamento flat,8,En planos,7c,0.00,0,0.00,106.26,106.26,vendido,,2022-01377,297105.89,297105.89,23768.47,273337.42,2796.03,,2022-08-01,2022-08-02,,,,Compromiso,,,USD,USD,,,,156,,2024-10-31,,0
LIV-804,804,LIV,LIVEN,,,departamento flat,8,En planos,3,0.00,0,0.00,84.95,84.95,vendido,,2023-00887,241916.05,241916.05,12916.05,229000.00,2847.75,,2023-06-09,2023-06-27,,,,Compromiso,,,USD,USD,,,,157,,2024-10-31,,0
LIV-903,903,LIV,LIVEN,,,departamento flat,9,En planos,7,0.00,0,0.00,106.27,106.27,vendido,,2022-02035,299132.91,299132.91,15000.00,284132.91,2814.84,,2022-11-25,2022-12-27,,,,Compromiso,,,USD,USD,,,,160,,2024-10-31,,0
LIV-904,904,LIV,LIVEN,,,departamento flat,9,En planos,3a,0.00,0,0.00,84.93,84.93,vendido,,2022-01855,241565.79,241565.79,9662.63,231903.16,2844.29,,2022-10-26,2022-11-16,,,,Compromiso,,,USD,USD,,,,161,,2024-10-31,,0
LIV-1003,1003,LIV,LIVEN,,,departamento flat,10,En planos,7b,0.00,0,0.00,106.26,106.26,vendido,,2022-02015,301105.89,301105.89,16105.89,285000.00,2833.67,,2022-12-02,2022-12-15,,,,Compromiso,,,USD,USD,,,,164,,2024-10-31,,0
LIV-1101,1101,LIV,LIVEN,,,departamento flat,11,En planos,5,0.00,0,0.00,94.26,94.26,vendido,,2023-00945,275880.48,275880.48,7380.48,268500.00,2926.80,,2023-06-16,2023-07-04,,,,Compromiso,,,USD,USD,,,,166,,2024-10-31,,0
LIV-1104,1104,LIV,LIVEN,,,departamento flat,11,En planos,3a,0.00,0,0.00,84.93,84.93,vendido,,2024-01656,255000.00,255000.00,0.00,255000.00,3002.47,,2024-05-31,2024-05-31,,,,Compromiso,,,USD,USD,,,,169,,2024-10-31,,0
LIV-1201,1201,LIV,LIVEN,,,departamento flat,12,En planos,2,0.00,0,0.00,71.29,71.29,vendido,,2024-01503,217481.82,217481.82,0.00,217481.82,3050.66,,2024-05-11,2024-05-31,,,,Compromiso,,,USD,USD,,,,170,,2024-10-31,,0
LIV-E2,ES-02,LIV,LIVEN,,,estacionamiento simple,-1,En planos,,,,0.00,14.56,14.56,vendido,,2023-00001,15000.00,15000.00,225.00,14775.00,1030.22,,2022-12-29,2023-01-20,,,,Compromiso,,,USD,USD,,,,172,,2024-10-31,,0
LIV-E3,ES-03,LIV,LIVEN,,,estacionamiento simple con espacio para bicicleta y clóset,-1,En planos,,,,0.00,18.60,18.60,vendido,,2022-00661,15500.00,15500.00,2500.00,13000.00,833.33,,2022-03-23,2022-04-07,,,,Compromiso,,,USD,USD,,,,173,,2024-10-31,,0
LIV-E5,ES-05,LIV,LIVEN,,,estacionamiento simple con espacio para bicicleta,-1,En planos,,,,0.00,15.82,15.82,vendido,,2022-01507,15500.00,15500.00,500.00,15000.00,979.77,,2022-04-07,2022-09-08,,,,Compromiso,,,USD,USD,,,,175,,2024-10-31,,0
LIV-E8,ES-08,LIV,LIVEN,,,estacionamiento simple,-1,En planos,,,,0.00,14.41,14.41,proceso de venta,,2025-00978,16000.00,16000.00,1000.00,15000.00,1110.34,,2025-05-09,,,,,Compromiso,,,USD,USD,,,,178,,2025-05-09,,0
LIV-E11,ES-11,LIV,LIVEN,,,estacionamiento simple con depósito,-1,En planos,,,,0.00,27.00,27.00,vendido,,2024-01503,24000.00,24000.00,0.00,24000.00,888.89,,2024-05-11,2024-05-31,,,,Compromiso,,,USD,USD,,,,181,,2024-10-31,,0
LIV-E13,ES-13,LIV,LIVEN,,,estacionamiento simple,-1,En planos,,,,0.00,15.72,15.72,vendido,,2022-01313,15000.00,15000.00,1200.00,13800.00,954.20,,2022-07-21,2022-08-01,,,,Compromiso,,,USD,USD,,,,183,,2024-10-31,,0
LIV-E14,ES-14,LIV,LIVEN,,,estacionamiento simple,-1,En planos,,,,0.00,15.35,15.35,vendido,,2022-01405,15000.00,15000.00,1200.00,13800.00,977.20,,2022-08-01,2022-08-05,,,,Compromiso,,,USD,USD,,,,184,,2024-10-31,,0
LIV-E15,ES-15,LIV,LIVEN,,,estacionamiento simple,-1,En planos,,,,0.00,19.15,19.15,vendido,,2022-00739,15500.00,15500.00,0.00,15500.00,809.40,,2022-09-21,2022-09-28,,,,Compromiso,,,USD,USD,,,,185,,2024-10-31,,0
LIV-E17,ES-17,LIV,LIVEN,,,estacionamiento simple con depósito,-2,En planos,,,,0.00,18.98,18.98,vendido,,2024-00173,20000.00,20000.00,3500.00,16500.00,1053.74,,2024-01-30,2024-01-30,,,,Compromiso,,,USD,USD,,,,186,,2024-10-31,,0
LIV-E23,ES-23,LIV,LIVEN,,,estacionamiento simple,-2,En planos,,,,0.00,14.41,14.41,vendido,,2023-00945,15000.00,15000.00,0.00,15000.00,1040.94,,2023-06-16,2023-07-04,,,,Compromiso,,,USD,USD,,,,188,,2024-10-31,,0
LIV-E29,ES-29,LIV,LIVEN,,,estacionamiento simple,-2,En planos,,,,0.00,15.35,15.35,vendido,,2023-02775,15000.00,15000.00,0.00,15000.00,977.20,,2023-12-30,2024-01-30,,,,Compromiso,,,USD,USD,,,,189,,2024-10-31,,0
LIV-E38,ES-38,LIV,LIVEN,,,estacionamiento simple,-3,En planos,,,,0.00,14.41,14.41,vendido,,2023-00887,14000.00,14000.00,0.00,14000.00,971.55,,2023-06-09,2023-06-27,,,,Compromiso,,,USD,USD,,,,192,,2024-10-31,,0
LIV-E44,ES-44,LIV,LIVEN,,,estacionamiento simple,-3,En planos,,,,0.00,15.35,15.35,vendido,,2022-02035,14000.00,14000.00,0.00,14000.00,912.05,,2022-11-25,2022-12-27,,,,Compromiso,,,USD,USD,,,,193,,2024-10-31,,0
LIV-E45,ES-45,LIV,LIVEN,,,estacionamiento simple,-3,En planos,,,,0.00,19.15,19.15,vendido,,2023-01002,14000.00,14000.00,0.00,14000.00,731.07,,2023-06-27,2023-07-29,,,,Compromiso,,,USD,USD,,,,194,,2024-10-31,,0
LIV-D1,D1,LIV,LIVEN,,,depósito,1,En curso,,,,0.00,3.67,3.67,no disponible,,,4300.00,0.00,0.00,0.00,1171.66,,,,,,,Compromiso,,,USD,,,,,198,,2024-10-31,,0
LIV-D2,D2,LIV,LIVEN,,,depósito,1,En curso,,,,0.00,2.22,2.22,vendido,,2022-01574,3000.00,3000.00,0.00,3000.00,1351.35,,2022-09-20,2022-09-24,,,,Compromiso,,,USD,USD,,,,199,,2024-10-31,,0
LIV-D4,D4,LIV,LIVEN,,,depósito,1,En curso,,,,0.00,1.90,1.90,disponible,,,3000.00,,0.00,0.00,1578.95,,,,,,,Compromiso,,,USD,,,,,201,,2024-10-31,,0
LIV-D6,D6,LIV,LIVEN,,,depósito,1,En curso,,,,0.00,3.06,3.06,vendido,,2023-02727,4000.00,4000.00,0.00,4000.00,1307.19,,2023-12-01,2023-12-06,,,,Compromiso,,,USD,USD,,,,203,,2024-10-31,,0
LIV-D7,D7,LIV,LIVEN,,,depósito,1,En curso,,,,0.00,1.48,1.48,vendido,,2023-02432,3000.00,3000.00,3000.00,0.00,2027.03,,2023-11-07,2023-12-20,,,,Compromiso,,,USD,USD,,,,204,,2024-10-31,,0
LIV-D9,D9,LIV,LIVEN,,,depósito,1,En curso,,,,0.00,1.61,1.61,disponible,,,3000.00,,0.00,0.00,1863.35,,,,,,,Compromiso,,,USD,,,,,206,,2024-10-31,,0
LIV-D10,D10,LIV,LIVEN,,,depósito,1,En curso,,,,0.00,3.67,3.67,proceso de venta,,2024-01238,4500.00,4500.00,500.00,4000.00,1226.16,,2024-04-17,,,,,Compromiso,,,USD,USD,,,,207,,2024-12-16,,0
LIV-D11,D11,LIV,LIVEN,,,depósito,1,En curso,,,,0.00,1.49,1.49,proceso de venta,,2025-00979,3000.00,3000.00,1500.00,1500.00,2013.42,,2025-05-10,,,,,Compromiso,,,USD,USD,,,,208,,2025-05-10,,0
LIV-D12,D12,LIV,LIVEN,,,depósito,1,En curso,,,,0.00,1.45,1.45,proceso de venta,,2025-00979,3000.00,3000.00,1500.00,1500.00,2068.97,,2025-05-10,,,,,Compromiso,,,USD,USD,,,,209,,2025-05-10,,0
LIV-E24,ES-24,LIV,LIVEN,,,estacionamiento simple,-2,En planos,,,,0.00,14.18,14.18,vendido,,2022-01574,15000.00,15000.00,700.00,14300.00,1057.83,,2022-09-20,2022-09-24,,,,Compromiso,,,USD,USD,,,,214,,2024-10-31,,0
LIV-E25,ES-25,LIV,LIVEN,,,estacionamiento simple con depósito,-2,En planos,,,,0.00,25.97,25.97,vendido,,2024-02659,23000.00,23000.00,3000.00,20000.00,885.64,,2024-10-18,2024-12-16,,,,Compromiso,,,USD,USD,,,,215,,2024-12-16,,0
LIV-E33,ES-33,LIV,LIVEN,,,estacionamiento simple,-3,En planos,,,,0.00,18.60,18.60,vendido,,2024-02932,15000.00,15000.00,0.00,15000.00,806.45,,2024-12-16,2025-03-04,,,,Compromiso,,,USD,USD,,,,219,,2025-03-04,,0
LIV-E34,ES-34,LIV,LIVEN,,,estacionamiento simple con espacio para clóset,-3,En planos,,,,0.00,16.38,16.38,vendido,,2024-01656,14500.00,14500.00,0.00,14500.00,885.23,,2024-05-31,2024-05-31,,,,Compromiso,,,USD,USD,,,,220,,2024-10-31,,0
LIV-E35,ES-35,LIV,LIVEN,,,estacionamiento simple con espacio para clóset,-3,En planos,,,,0.00,15.82,15.82,vendido,,2023-00820,14300.00,14300.00,800.00,13500.00,903.92,,2023-04-14,2023-05-05,,,,Compromiso,,,USD,USD,,,,221,,2024-10-31,,0
LIV-E36,ES-36,LIV,LIVEN,,,estacionamiento simple con espacio para clóset,-3,En planos,,,,0.00,16.38,16.38,vendido,,2022-01854,14300.00,14300.00,572.00,13728.00,873.02,,2022-10-26,2022-11-16,,,,Compromiso,,,USD,USD,,,,222,,2024-10-31,,0
LIV-E39,ES-39,LIV,LIVEN,,,estacionamiento simple,-3,En planos,,,,0.00,14.18,14.18,vendido,,2022-01871,14000.00,14000.00,700.00,13300.00,987.31,,2022-11-18,2022-12-01,,,,Compromiso,,,USD,USD,,,,224,,2024-10-31,,0
LIV-E41,ES-41,LIV,LIVEN,,,estacionamiento simple con depósito,-3,En planos,,,,0.00,27.00,27.00,disponible,,,22500.00,,0.00,0.00,833.33,,,,,,,Compromiso,,,USD,,,,,226,,2024-10-31,,0
LIV-E42,ES-42,LIV,LIVEN,,,estacionamiento simple con espacio para clóset,-3,En planos,,,,0.00,15.46,15.46,vendido,,2022-01377,14000.00,14000.00,1120.00,12880.00,905.56,,2022-08-01,2022-08-02,,,,Compromiso,,,USD,USD,,,,227,,2024-10-31,,0
LIV-E43,ES-43,LIV,LIVEN,,,estacionamiento simple,-3,En planos,,,,0.00,15.72,15.72,vendido,,2023-02207,14000.00,14000.00,0.00,14000.00,890.59,,2023-11-21,2023-12-21,,,,Compromiso,,,USD,USD,,,,228,,2024-10-31,,0
LIV-E46,ED-46,LIV,LIVEN,,,estacionamiento doble,-3,En planos,,,,0.00,37.78,37.78,vendido,,2023-00822,23000.00,23000.00,0.00,23000.00,608.79,,2023-05-26,2023-05-30,,,,Compromiso,,,USD,USD,,,,236,,2024-10-31,,0
LIV-305,305,LIV,LIVEN,,,departamento loft,3,En planos,6,0.00,0,0.00,107.82,107.82,vendido,,2024-02659,266000.00,266000.00,30000.00,236000.00,2467.07,,2024-10-18,2024-12-16,,,,Compromiso,,,USD,USD,,,,237,,2024-12-16,,0
LIV-605,605,LIV,LIVEN,,,departamento loft,6,En planos,6,0.00,0,0.00,107.41,107.41,vendido,,2024-02105,266000.00,266000.00,3300.00,262700.00,2476.49,,2024-08-06,2024-08-22,,,,Compromiso,,,USD,USD,,,,238,,2024-10-31,,0
LIV-E285,PGF 285,LIV,LIVEN,,,estacionamiento doble con espacio para bicicleta,1,En planos,,,,0.00,34.28,34.28,vendido,,2022-01433,24500.00,24500.00,2450.00,22050.00,714.70,,2022-04-11,2022-07-27,,,,Compromiso,,,USD,USD,,,,241,,2024-10-31,,0
LIV-E287,PGF 287,LIV,LIVEN,,,estacionamiento doble con espacio para closet,1,En planos,,,,0.00,33.16,33.16,vendido,,2022-00265,24500.00,24500.00,5500.00,19000.00,738.84,,2022-02-07,2022-02-14,,,,Compromiso,,,USD,USD,,,,242,,2024-10-31,,0
LIV-1203,1203,LIV,LIVEN,,,loft,11,En planos,8,0.00,0,10.92,93.69,104.61,vendido,,2024-02463,260000.00,260000.00,20000.00,240000.00,2485.42,,2024-09-19,2024-09-30,,,,Compromiso,,,USD,USD,,,,249,,2024-10-31,,0
LIV-D13,D13,LIV,LIVEN,,,depósito,1,En curso,,,,0.00,1.57,1.57,vendido,,2024-01424,3000.00,3000.00,0.00,3000.00,1910.83,,2024-05-02,2024-09-12,,,,Compromiso,,,USD,USD,,,,250,,2024-10-31,,0
LIV-D15,D15,LIV,LIVEN,,,depósito,-2,En curso,,,,0.00,5.63,5.63,disponible,,,5500.00,,0.00,0.00,976.91,,,,,,,Compromiso,,,USD,,,,,252,,2024-10-31,,0
LIV-D17,D17,LIV,LIVEN,,,depósito,-3,En curso,,,,0.00,5.63,5.63,proceso de venta,,2024-02950,5500.00,5500.00,440.00,5060.00,976.91,,2024-12-19,,,,,Compromiso,,,USD,USD,,,,254,,2024-12-26,,0
JUL-101,101,JUL,Juliette,,,town house,1,En planos,3,0.00,0,24.49,82.47,106.96,disponible,,,247065.60,,0.00,0.00,2309.89,,,,,,,Compromiso,,,USD,,,,,256,,2023-06-02,,
JUL-201,201,JUL,Juliette,,,departamento flat,2,En planos,4,0.00,0,0.00,114.02,114.02,disponible,,,298239.48,,0.00,0.00,2615.68,,,,,,,Compromiso,,,USD,,,,,257,,2023-06-02,,
JUL-301,301,JUL,Juliette,,,departamento flat,3,En planos,4,0.00,0,0.00,113.57,113.57,disponible,,,304630.00,,0.00,0.00,2682.31,,,,,,,Compromiso,,,USD,,,,,259,,2023-06-02,,
JUL-302,302,JUL,Juliette,,,departamento flat,3,En planos,5,0.00,0,0.00,117.36,117.36,disponible,,,315309.50,,0.00,0.00,2686.69,,,,,,,Compromiso,,,USD,,,,,260,,2023-06-02,,
JUL-401,401,JUL,Juliette,,,departamento flat,4,En planos,4,0.00,0,0.00,113.57,113.57,disponible,,,306630.00,,0.00,0.00,2699.92,,,,,,,Compromiso,,,USD,,,,,261,,2023-06-02,,
JUL-402,402,JUL,Juliette,,,departamento flat,4,En planos,5,0.00,0,0.00,117.36,117.36,disponible,,,317309.50,,0.00,0.00,2703.73,,,,,,,Compromiso,,,USD,,,,,262,,2023-06-02,,
JUL-501,501,JUL,Juliette,,,departamento flat,5,En planos,4,0.00,0,0.00,113.57,113.57,disponible,,,308630.00,,0.00,0.00,2717.53,,,,,,,Compromiso,,,USD,,,,,263,,2023-06-02,,
JUL-502,502,JUL,Juliette,,,departamento flat,5,En planos,5,0.00,0,0.00,117.36,117.36,disponible,,,319309.50,,0.00,0.00,2720.77,,,,,,,Compromiso,,,USD,,,,,264,,2023-06-02,,
JUL-702,702,JUL,Juliette,,,departamento flat,7,En planos,5,0.00,0,0.00,117.36,117.36,disponible,,,323309.50,,0.00,0.00,2754.85,,,,,,,Compromiso,,,USD,,,,,268,,2023-06-02,,
JUL-802,802,JUL,Juliette,,,departamento flat,8,En planos,5,0.00,0,0.00,117.36,117.36,disponible,,,325309.50,,0.00,0.00,2771.89,,,,,,,Compromiso,,,USD,,,,,270,,2023-06-02,,
JUL-1002,1002,JUL,Juliette,,,penthouse,9,En planos,6,0.00,0,26.36,101.79,128.15,disponible,,,347944.27,,0.00,0.00,2715.13,,,,,,,Compromiso,,,USD,,,,,272,,2023-06-02,,
JUL-1003,1003,JUL,Juliette,,,penthouse,9,En planos,2,0.00,0,19.20,75.27,94.47,disponible,,,253525.43,,0.00,0.00,2683.66,,,,,,,Compromiso,,,USD,,,,,273,,2023-06-02,,
JUL-E2,E2,JUL,Juliette,,,estacionamiento simple,1,En planos,,,,0.00,14.93,14.93,disponible,,,15500.00,,0.00,0.00,1038.18,,,,,,,Compromiso,,,USD,,,,,275,,2023-06-02,,
JUL-E8,E8,JUL,Juliette,,,estacionamiento simple,-1,En planos,,,,0.00,12.73,12.73,disponible,,,14500.00,,0.00,0.00,1139.04,,,,,,,Compromiso,,,USD,,,,,281,,2023-06-02,,
JUL-E9,E9,JUL,Juliette,,,estacionamiento simple,-1,En planos,,,,0.00,14.97,14.97,disponible,,,14500.00,,0.00,0.00,968.60,,,,,,,Compromiso,,,USD,,,,,282,,2023-06-02,,
JUL-E10,E10,JUL,Juliette,,,estacionamiento simple con depósito y espacio para bicicleta,-1,En planos,,,,0.00,25.45,25.45,disponible,,,18500.00,,0.00,0.00,726.92,,,,,,,Compromiso,,,USD,,,,,283,,2023-06-02,,
JUL-E12,E12,JUL,Juliette,,,estacionamiento simple,-2,En planos,,,,0.00,14.97,14.97,disponible,,,14000.00,,0.00,0.00,935.20,,,,,,,Compromiso,,,USD,,,,,285,,2023-06-02,,
JUL-E13,E13,JUL,Juliette,,,estacionamiento simple,-2,En planos,,,,0.00,12.73,12.73,disponible,,,14000.00,,0.00,0.00,1099.76,,,,,,,Compromiso,,,USD,,,,,286,,2023-06-02,,
JUL-E14,E14,JUL,Juliette,,,estacionamiento simple,-2,En planos,,,,0.00,13.25,13.25,disponible,,,14000.00,,0.00,0.00,1056.60,,,,,,,Compromiso,,,USD,,,,,287,,2023-06-02,,
JUL-E15,E15,JUL,Juliette,,,estacionamiento simple,-2,En planos,,,,0.00,13.25,13.25,disponible,,,14000.00,,0.00,0.00,1056.60,,,,,,,Compromiso,,,USD,,,,,288,,2023-06-02,,
JUL-E17,E17,JUL,Juliette,,,estacionamiento simple,-2,En planos,,,,0.00,14.97,14.97,disponible,,,14000.00,,0.00,0.00,935.20,,,,,,,Compromiso,,,USD,,,,,290,,2023-06-02,,
JUL-E18,E18,JUL,Juliette,,,estacionamiento simple con depósito,-2,En planos,,,,0.00,25.45,25.45,disponible,,,14500.00,,0.00,0.00,569.74,,,,,,,Compromiso,,,USD,,,,,291,,2023-06-02,,
NUN-101,101,NUN,NUNA,,,departamento flat,1,En planos,5,0.00,0,0.00,93.63,93.63,vendido,,2025-01475,255000.00,255000.00,18500.00,236500.00,2723.49,,2025-06-22,2025-07-30,,,,Compromiso,,,USD,USD,,,,294,,2025-07-30,,
NUN-303,303,NUN,NUNA,,,departamento flat,3,En planos,2,0.00,0,0.00,71.48,71.48,vendido,,2024-02146,196507.88,166216.21,0.00,166216.21,2325.35,,2024-08-09,2024-03-20,,,,Compromiso,,,USD,USD,,,,301,,2025-07-03,,
NUN-304,304,NUN,NUNA,,,departamento flat,3,En planos,1,0.00,0,0.00,69.53,69.53,vendido,,2024-02790,194525.50,194525.50,9751.28,184774.22,2797.72,,2024-10-19,2024-12-30,,,,Compromiso,,,USD,USD,,,,302,,2025-07-03,,
NUN-401,401,NUN,NUNA,,,departamento flat,4,En planos,4,0.00,0,0.00,93.58,93.58,vendido,,2024-02704,249297.25,236832.39,0.00,236832.39,2530.80,,2024-10-10,2024-12-16,,,,Compromiso,,,USD,USD,,,,303,,2025-07-03,,
NUN-402,402,NUN,NUNA,,,departamento flat,4,En planos,6,0.00,0,0.00,106.76,106.76,vendido,,2024-02683,298511.91,1128375.02,73755.02,1054620.00,10569.27,,2024-10-04,2024-12-16,,,,Compromiso,,,USD,PEN,,,,304,,2025-07-03,,
NUN-403,403,NUN,NUNA,,,departamento flat,4,En planos,2,0.00,0,0.00,71.48,71.48,vendido,,2024-01933,198507.88,198507.88,0.00,198507.88,2777.11,,2024-07-11,2024-07-22,,,,Compromiso,,,USD,USD,,,,305,,2025-07-03,,
NUN-501,501,NUN,NUNA,,,departamento flat,5,En planos,4,0.00,0,0.00,93.58,93.58,vendido,,2025-01424,264000.00,264000.00,21120.00,242880.00,2821.12,,2025-06-18,2025-06-30,,,,Compromiso,,,USD,USD,,,,307,,2025-07-03,,
NUN-503,503,NUN,NUNA,,,departamento flat,5,En planos,2,0.00,0,0.00,71.48,71.48,vendido,,2024-02104,200507.88,182457.09,0.00,182457.09,2552.56,,2024-08-05,2024-08-17,,,,Compromiso,,,USD,USD,,,,309,,2025-07-03,,
NUN-602,602,NUN,NUNA,,,departamento flat,6,En planos,6,0.00,0,0.00,106.76,106.76,vendido,,2024-01418,302511.91,300511.91,0.00,300511.91,2814.84,,2024-01-17,2024-01-25,,,,Compromiso,,,USD,USD,,,,312,,2025-07-03,,
NUN-702,702,NUN,NUNA,,,departamento flat,7,En planos,6,0.00,0,0.00,106.76,106.76,vendido,,2024-02129,304511.91,304511.91,18270.71,286241.20,2852.30,,2024-08-09,2025-05-21,,,,Compromiso,,,USD,USD,,,,316,,2025-07-03,,
NUN-801,801,NUN,NUNA,,,departamento flat,8,En planos,4,0.00,0,0.00,93.58,93.58,vendido,,2025-01488,270000.00,270000.00,17000.00,253000.00,2885.23,,2025-06-19,2025-06-30,,,,Compromiso,,,USD,USD,,,,319,,2025-07-03,,
NUN-802,802,NUN,NUNA,,,departamento flat,8,En planos,6,0.00,0,0.00,106.76,106.76,vendido,,2024-02222,306511.91,306511.91,20011.91,286500.00,2871.04,,2024-05-08,2024-05-17,,,,Compromiso,,,USD,USD,,,,320,,2025-07-03,,
NUN-E02,E02,NUN,NUNA,,,estacionamiento simple,-1,En planos,,,,0.00,12.60,12.60,disponible,,,15000.00,,0.00,0.00,1190.48,,,,,,,Compromiso,,,USD,,,,,324,,2025-07-03,,
NUN-E03,E03,NUN,NUNA,,,estacionamiento simple,-1,En planos,,,,0.00,13.36,13.36,vendido,,2025-00663,15000.00,15000.00,1250.00,13750.00,1122.75,,2025-04-03,2025-08-05,,,,Compromiso,,,USD,USD,,,,325,,2025-08-05,,
NUN-E04,E04,NUN,NUNA,,,estacionamiento simple,-1,En planos,,,,0.00,13.26,13.26,vendido,,2023-01766,15000.00,15000.00,0.00,15000.00,1131.22,,2023-08-17,2023-08-31,,,,Compromiso,,,USD,USD,,,,326,,2025-07-03,,
NUN-E07,E07,NUN,NUNA,,,estacionamiento simple,-1,En planos,,,,0.00,13.09,13.09,vendido,,2023-02738,15000.00,15000.00,0.00,15000.00,1145.91,,2023-11-13,2023-12-04,,,,Compromiso,,,USD,USD,,,,329,,2025-07-03,,
NUN-E11,E11,NUN,NUNA,,,estacionamiento simple con espacio para bicicleta,-1,En planos,,,,0.00,15.61,15.61,vendido,,2024-02222,15000.00,15000.00,1500.00,13500.00,960.92,,2024-05-08,2024-05-17,,,,Compromiso,,,USD,USD,,,,332,,2025-07-03,,
NUN-E16,E16,NUN,NUNA,,,estacionamiento simple,-2,En planos,,,,0.00,13.36,13.36,vendido,,2025-00271,14000.00,14000.00,1120.00,12880.00,1047.90,,2025-02-14,2025-03-11,,,,Compromiso,,,USD,USD,,,,337,,2025-07-03,,
NUN-E17,E17,NUN,NUNA,,,estacionamiento simple,-2,En planos,,,,0.00,13.26,13.26,vendido,,2024-02098,14000.00,12492.12,0.00,12492.12,942.09,,2024-07-13,2024-08-05,,,,Compromiso,,,USD,USD,,,,338,,2025-07-03,,
NUN-E18,E18,NUN,NUNA,,,estacionamiento simple,-2,En planos,,,,0.00,12.60,12.60,vendido,,2025-01470,14000.00,14000.00,0.00,14000.00,1111.11,,2025-06-20,2025-07-01,,,,Compromiso,,,USD,USD,,,,339,,2025-07-03,,
NUN-E21,E21,NUN,NUNA,,,estacionamiento simple,-2,En planos,,,,0.00,12.56,12.56,vendido,,2024-01418,14000.00,12000.00,0.00,12000.00,955.41,,2024-01-17,2024-01-25,,,,Compromiso,,,USD,USD,,,,340,,2025-07-03,,
NUN-E22,E22,NUN,NUNA,,,estacionamiento simple con espacio para clóset,-2,En planos,,,,0.00,15.54,15.54,vendido,,2024-02146,15000.00,31783.79,0.00,31783.79,2045.29,,2024-08-09,2024-03-20,,,,Compromiso,,,USD,USD,,,,341,,2025-07-03,,
NUN-E26,E26,NUN,NUNA,,,estacionamiento simple,-2,En planos,,,,0.00,14.40,14.40,vendido,,2024-02095,14000.00,14000.00,0.00,14000.00,972.22,,2024-05-06,2024-05-17,,,,Compromiso,,,USD,USD,,,,342,,2025-07-03,,
NUN-E29,E29,NUN,NUNA,,,estacionamiento simple,-3,En planos,,,,0.00,12.60,12.60,vendido,,2024-02734,13000.00,13000.00,0.00,13000.00,1031.75,,2024-11-04,2025-03-17,,,,Compromiso,,,USD,USD,,,,345,,2025-07-03,,
NUN-E30,E30,NUN,NUNA,,,estacionamiento simple,-3,En planos,,,,0.00,13.36,13.36,vendido,,2024-02240,13000.00,13000.00,3000.00,10000.00,973.05,,2024-08-17,2024-08-28,,,,Compromiso,,,USD,USD,,,,346,,2025-07-03,,
NUN-E31,E31,NUN,NUNA,,,estacionamiento simple,-3,En planos,,,,0.00,13.26,13.26,vendido,,2024-02734,13000.00,13000.00,0.00,13000.00,980.39,,2024-11-04,2025-03-17,,,,Compromiso,,,USD,USD,,,,347,,2025-07-03,,
NUN-E32,E32,NUN,NUNA,,,estacionamiento simple,-3,En planos,,,,0.00,12.60,12.60,vendido,,2024-01933,13000.00,13000.00,0.00,13000.00,1031.75,,2024-07-11,2024-07-22,,,,Compromiso,,,USD,USD,,,,348,,2025-07-03,,
E41,E41,NUN,NUNA,,,estacionamiento doble,-3,En planos,,,,0.00,29.93,29.93,disponible,,,23000.00,,0.00,0.00,768.46,,,,,,,Compromiso,,,USD,,,,,352,,2025-07-03,,
NUN-1001,1001,NUN,NUNA,,,penthouse,9,En planos,9,0.00,0,36.26,136.87,173.13,vendido,,2024-02095,443577.02,443577.00,0.00,443577.00,2562.10,,2024-05-06,2024-05-17,,,,Compromiso,,,USD,USD,,,,354,,2025-07-03,,
NUN-1002,1002,NUN,NUNA,,,penthouse,9,En planos,10,0.00,0,50.94,131.79,182.73,vendido,,2023-02738,439479.49,439479.49,0.00,439479.49,2405.08,,2023-11-13,2023-12-04,,,,Compromiso,,,USD,USD,,,,355,,2025-07-03,,
NUN-E10,E10,NUN,NUNA,,,estacionamiento simple con espacio para clóset,-1,En planos,,,,0.00,14.87,14.87,vendido,,2025-01048,15500.00,15500.00,1550.00,13950.00,1042.37,,2025-05-27,2025-06-23,,,,Compromiso,,,USD,USD,,,,358,,2025-07-03,,
